year,sim,b,r,g,r_av,s,c,label,rg,slope,curvature,interest_share
5,20,1.094152205,0.03371536,0.025519759,0.018711211,-0.033700769,0,irresponsible,0.008195601,0.031583167,0.012682954,0.019974946
6,20,1.130705288,0.041373633,0.018494412,0.023243695,-0.031451005,0,irresponsible,0.022879221,0.048774831,0.010902223,0.02543214
7,20,1.191701866,0.037198563,0.013725405,0.026034669,-0.047266874,0,irresponsible,0.023473157,0.053387613,-0.00419759,0.029437538
8,20,1.237480514,0.042377897,0.027389712,0.029303315,-0.043559001,0,irresponsible,0.014988185,0.040379651,-0.004933945,0.034920815
9,20,1.272461168,0.043602221,0.008673918,0.032163096,-0.006163214,0,irresponsible,0.034928303,0.043519723,0.005839571,0.039801204
10,20,1.32451996,0.040592203,0.019993332,0.033848917,-0.034773685,0,irresponsible,0.020598871,0.052058793,0.008539069,0.043071433
1,21,0.9656,0.01,0.017797976,0.01,-0.043051262,0,irresponsible,-0.007797976,0.037387605,2.65E-05,0.009656
2,21,1.002987605,0.01498168,0.020571136,0.010996336,-0.046446677,0,irresponsible,-0.005589456,0.037414111,-0.003785592,0.010618062
3,21,1.040428222,0.024341525,0.015381027,0.013665374,-0.039135329,0,irresponsible,0.008960498,0.029816422,-0.004723112,0.013706201
4,21,1.062620449,0.034843196,0.014999387,0.017900938,-0.019217984,0,irresponsible,0.019843809,0.027967888,0.006541746,0.018624641
5,21,1.096363997,0.040603041,0.022594125,0.022441359,-0.033902293,0,irresponsible,0.018008916,0.042899914,0.007599355,0.023846647
6,21,1.148420277,0.037407832,0.006852744,0.025434653,-0.031822401,0,irresponsible,0.030555088,0.043166598,0.006071532,0.027885638
7,21,1.182697193,0.043314382,0.00822116,0.029010599,-0.010596582,0,irresponsible,0.035093223,0.055042978,0.010890747,0.03331636
8,21,1.258506234,0.035711265,0.009588889,0.030350732,-0.051487285,0,irresponsible,0.026122376,0.064948092,-0.001435734,0.035895726
9,21,1.312593378,0.034541678,0.004374286,0.031188921,-0.020487731,0,irresponsible,0.030167392,0.052171511,-0.007346107,0.039251452
10,21,1.362849256,0.042742234,0.011787839,0.033499584,-0.02208921,0,irresponsible,0.030954394,0.050255878,-0.001915633,0.043971332
1,22,0.9656,0.01,0.020950049,0.01,-0.030228847,0,irresponsible,-0.010950049,0.022574703,0.004337294,0.009656
2,22,0.988174703,0.011667682,0.013134483,0.010333536,-0.025244235,0,irresponsible,-0.001466802,0.026911997,0.003446837,0.009978063
3,22,1.019423994,0.016100708,0.019243052,0.011486971,-0.038768953,0,irresponsible,-0.003142344,0.029468376,0.000829268,0.011351134
4,22,1.047111456,0.025846914,0.021062459,0.014358959,-0.034380205,0,irresponsible,0.004784455,0.028570534,0.002704417,0.014637868
5,22,1.076565063,0.029210248,0.014230505,0.017329217,-0.026254435,0,irresponsible,0.014979743,0.03487721,0.007613947,0.018145622
6,22,1.116865877,0.034058476,0.014491346,0.020675069,-0.033738728,0,irresponsible,0.019567129,0.043798429,0.007353562,0.022258057
7,22,1.164161921,0.037777006,0.01321586,0.024095456,-0.035303486,0,irresponsible,0.024561146,0.049584335,0.005050604,0.026911393
8,22,1.216034547,0.044121624,0.013074286,0.02810069,-0.034605218,0,irresponsible,0.031047338,0.053899638,0.001564479,0.032713753
9,22,1.271961196,0.044474447,0.005965483,0.031375441,-0.025210499,0,irresponsible,0.038508964,0.052713294,-0.00219985,0.03815362
10,22,1.321461134,0.048361721,0.021463256,0.034772697,-0.032926564,0,irresponsible,0.026898464,0.049499938,-0.003213356,0.044229521
1,23,0.9656,0.01,0.026971284,0.01,-0.001412112,0,irresponsible,-0.016971284,0.039530285,-0.007473367,0.009656
2,23,1.005130285,0.015120745,0.010392532,0.011024149,-0.038926668,0,irresponsible,0.004728213,0.032056918,-0.006698304,0.010644918
3,23,1.029713836,0.027067573,0.021743135,0.014232834,-0.03197174,0,irresponsible,0.005324438,0.026133676,-0.00191606,0.014305852
4,23,1.057397637,0.032262313,0.020598398,0.01783873,-0.030468118,0,irresponsible,0.011663916,0.028224798,-0.001016235,0.018368787
5,23,1.086163431,0.029647097,0.026891542,0.020200403,-0.035655708,0,irresponsible,0.002755555,0.024101206,-0.001272603,0.021359858
6,23,1.105600049,0.026352064,0.020962512,0.021430735,-0.018938493,0,irresponsible,0.005389553,0.025679592,8.30E-06,0.023277281
7,23,1.137522615,0.023281562,0.025561334,0.021800901,-0.035976477,0,irresponsible,-0.002279772,0.024117811,-0.000842723,0.024103077
8,23,1.153835671,0.026382383,0.022461918,0.022717197,-0.01602905,0,irresponsible,0.003920464,0.023994145,0.009202006,0.025841325
9,23,1.185510905,0.025781591,0.021627998,0.023330076,-0.029752892,0,irresponsible,0.004153593,0.042521823,0.014687134,0.026919074
10,23,1.238879318,0.024792738,0.016452453,0.023622608,-0.045005703,0,irresponsible,0.008340285,0.053368413,0.010846589,0.02800486
1,24,0.9656,0.01,0.013882007,0.01,-0.024292706,0,irresponsible,-0.003882007,0.013684104,0.005037639,0.009656
2,24,0.979284104,0.016571018,0.028201024,0.011314204,-0.029542787,0,irresponsible,-0.011630005,0.018721744,0.006706076,0.010924995
3,24,1.003043487,0.026439597,0.023473043,0.014339282,-0.032498789,0,irresponsible,0.002966554,0.027096257,0.007827451,0.014042231
4,24,1.033476618,0.027434283,0.020333541,0.016958282,-0.033751194,0,irresponsible,0.007100741,0.034376647,0.004558438,0.017009895
5,24,1.07179678,0.030890864,0.024284495,0.019744799,-0.042900599,0,irresponsible,0.006606369,0.036213132,0.001438247,0.020405788
6,24,1.105902882,0.036513269,0.015929346,0.023098493,-0.026542713,0,irresponsible,0.020583923,0.037253141,0.002183151,0.02475689
7,24,1.146303063,0.034940111,0.016037477,0.025466816,-0.030136846,0,irresponsible,0.018902634,0.040579433,0.002150482,0.028163826
8,24,1.187061749,0.030199333,0.020804921,0.02641332,-0.034460788,0,irresponsible,0.009394412,0.041554105,0.003373899,0.030277669
9,24,1.229411274,0.036362539,0.021951726,0.028403164,-0.034855771,0,irresponsible,0.014410813,0.047327232,0.005375417,0.033716309
10,24,1.281716213,0.041190828,0.015125226,0.030960697,-0.033126709,0,irresponsible,0.026065602,0.052304939,0.004977707,0.038063429
1,25,0.9656,0.01,0.014654741,0.01,-0.040374701,0,irresponsible,-0.004654741,0.043960529,-0.002956026,0.009656
2,25,1.009560529,0.016263194,0.019196689,0.011252639,-0.051486823,0,irresponsible,-0.002933495,0.041004503,-0.001868272,0.010865548
3,25,1.047609005,0.012895675,0.025044194,0.011581246,-0.051308062,0,irresponsible,-0.012148519,0.040223985,-0.004061381,0.011691969
4,25,1.090008498,0.022756457,0.009819754,0.013816288,-0.038253401,0,irresponsible,0.012936704,0.032881741,-0.002989485,0.014474068
5,25,1.113372487,0.036998595,0.025077675,0.01845275,-0.030408553,0,irresponsible,0.01192092,0.034245014,-0.001914475,0.020113654
6,25,1.158498527,0.030688684,0.024769393,0.020899937,-0.049330055,0,irresponsible,0.005919291,0.029052791,-0.008760903,0.023269414
7,25,1.171478068,0.030725941,0.028628922,0.022865138,-0.019471033,0,irresponsible,0.00209702,0.016723209,-0.003670744,0.026489228
8,25,1.191944945,0.022641782,0.019203302,0.022820466,-0.016309287,0,irresponsible,0.00343848,0.021711302,-0.00057558,0.026733676
9,25,1.214900672,0.022312226,0.021779126,0.022718818,-0.02185954,0,irresponsible,0.0005331,0.015572049,-0.006761466,0.027079581
10,25,1.223089043,0.030104916,0.029345008,0.024196038,-0.014265523,0,irresponsible,0.000759908,0.008188371,-0.007383679,0.029395783
1,26,0.9656,0.01,0.008647277,0.01,-0.030575609,0,irresponsible,0.001352723,0.0160987,0.00173829,0.009656
2,26,0.9816987,0.011622476,0.024244559,0.010324495,-0.029221752,0,irresponsible,-0.012622083,0.01783699,0.001758928,0.009969333
3,26,1.00127398,0.009662665,0.018410384,0.010192129,-0.027497282,0,irresponsible,-0.008747718,0.019616556,0.000815619,0.0100056
4,26,1.020931813,0.014797019,0.017957747,0.011113107,-0.026390293,0,irresponsible,-0.003160728,0.019468228,-0.001830708,0.011127265
5,26,1.040210437,0.022892665,0.016429326,0.013469019,-0.022252044,0,irresponsible,0.00646334,0.015955139,0.000683461,0.01375095
6,26,1.052842092,0.026562744,0.025467097,0.016087764,-0.022145837,0,irresponsible,0.001095647,0.02083515,0.007618258,0.01673466
7,26,1.081880736,0.039372597,0.018765259,0.020744731,-0.026992961,0,irresponsible,0.020607338,0.031191656,0.001779065,0.021840926
8,26,1.115225404,0.033908763,0.021404613,0.023377537,-0.031254928,0,irresponsible,0.012504151,0.02439328,-0.005801058,0.025291707
9,26,1.130667296,0.031841918,0.028279355,0.025070413,-0.018922166,0,irresponsible,0.003562562,0.01958954,-0.000328046,0.027959162
10,26,1.154404484,0.027632378,0.019357217,0.025582806,-0.016831788,0,irresponsible,0.008275161,0.023737188,0.004147648,0.028925642
1,27,0.9656,0.01,0.023773518,0.01,-0.034352579,0,irresponsible,-0.013773518,0.030888331,0.002463426,0.009656
2,27,0.996488331,0.019231785,0.01474882,0.011846357,-0.033650214,0,irresponsible,0.004482965,0.033351757,-0.001992647,0.011438842
3,27,1.032303514,0.028566389,0.023899777,0.015190363,-0.044291432,0,irresponsible,0.004666612,0.026903037,-0.003047658,0.01513702
4,27,1.050294404,0.037319592,0.018858777,0.019616209,-0.017223463,0,irresponsible,0.018460815,0.027256441,-0.002280228,0.020249882
5,27,1.086816395,0.039206284,0.023903214,0.023534224,-0.036900491,0,irresponsible,0.01530307,0.022342581,0.000353809,0.024717864
6,27,1.094979567,0.029138978,0.038023203,0.024655175,-0.022159576,0,irresponsible,-0.008884226,0.027964059,0.012986247,0.026795648
7,27,1.142744514,0.027651071,0.010996556,0.025254354,-0.032322761,0,irresponsible,0.016654515,0.048315076,0.012745808,0.027653002
8,27,1.191609718,0.033533492,0.027808537,0.026910182,-0.04986402,0,irresponsible,0.005724954,0.053455675,-0.002139952,0.030751462
9,27,1.249655864,0.044029538,0.024488904,0.030334053,-0.051247501,0,irresponsible,0.019540634,0.044035171,-0.01171574,0.036146352
10,27,1.27968006,0.047148526,0.031702102,0.033696947,-0.027607926,0,irresponsible,0.015446424,0.030024196,-0.014010975,0.042109588
1,28,0.9656,0.01,0.022695024,0.01,-0.020620427,0,irresponsible,-0.012695024,0.030578091,0.008120107,0.009656
2,28,0.996178091,0.019774111,0.019107774,0.011954822,-0.037355481,0,irresponsible,0.000666336,0.038698199,0.006126867,0.011543576
3,28,1.042996397,0.029325208,0.012103307,0.015428899,-0.043545041,0,irresponsible,0.017221901,0.042831826,-0.00375164,0.015369931
4,28,1.081841743,0.025915051,0.012696056,0.01752613,-0.033870754,0,irresponsible,0.013218995,0.031194918,-0.004318928,0.01827969
5,28,1.105386233,0.032807005,0.024042953,0.020582305,-0.027200463,0,irresponsible,0.008764052,0.03419397,0.00381949,0.022266796
6,28,1.150229683,0.038579469,0.016499973,0.024181738,-0.036489966,0,irresponsible,0.022079496,0.038833897,0.001266754,0.02673016
7,28,1.183054027,0.045123148,0.02041448,0.02837002,-0.023856716,0,irresponsible,0.024708668,0.036727478,0.00855257,0.032632039
8,28,1.22368464,0.051045487,0.019911699,0.032905113,-0.025558807,0,irresponsible,0.031133788,0.055939038,0.013611058,0.038928527
9,28,1.294932103,0.044793346,0.00834787,0.03528276,-0.038560519,0,irresponsible,0.036445476,0.063949595,0.000356344,0.043174971
10,28,1.351583829,0.035560658,0.014034396,0.035338339,-0.029446376,0,irresponsible,0.021526262,0.056651726,-0.007297869,0.04576075
1,29,0.9656,0.01,0.023648017,0.01,-0.029393736,0,irresponsible,-0.013648017,0.043250254,-0.005458381,0.009656
2,29,1.008850254,0.016628322,0.022697658,0.011325664,-0.053987344,0,irresponsible,-0.006069336,0.037791873,-0.002098747,0.010936062
3,29,1.041183745,0.021469751,0.017819849,0.013354482,-0.036759507,0,irresponsible,0.003649902,0.03905276,0.005291029,0.013472672
4,29,1.086955774,0.025893488,0.022164799,0.015862283,-0.052191813,0,irresponsible,0.003728689,0.048373931,0.006232983,0.016515551
5,29,1.137931608,0.037906408,0.016563963,0.020271108,-0.047011989,0,irresponsible,0.021342444,0.051518726,0.000971224,0.022033798
6,29,1.189993225,0.04432029,0.012399207,0.025080944,-0.037807408,0,irresponsible,0.031921083,0.050316379,0.002765996,0.028540399
7,29,1.238564366,0.050115099,0.020528238,0.030087775,-0.037424184,0,irresponsible,0.029586861,0.057050718,0.002286937,0.035804249
8,29,1.304094662,0.048009413,0.02216745,0.033672103,-0.051590062,0,irresponsible,0.025841964,0.054890252,-0.004308251,0.041705067
9,29,1.34834487,0.053433324,0.025513718,0.037624347,-0.028849725,0,irresponsible,0.027919606,0.048434216,-0.001136014,0.04906571
10,29,1.400963094,0.052629138,0.022391221,0.040625305,-0.02857084,0,irresponsible,0.030237917,0.052618224,0.004184008,0.054776922
1,30,0.9656,0.01,0.012892304,0.01,-0.021486673,0,irresponsible,-0.002892304,0.037232717,-0.006469282,0.009656
2,30,1.002832717,0.012687418,0.032534792,0.010537484,-0.057804035,0,irresponsible,-0.019847375,0.030763435,-0.006666503,0.010174994
3,30,1.027126869,0.01728979,0.021011468,0.011887945,-0.033255234,0,irresponsible,-0.003721678,0.023899711,-0.001673997,0.01192162
4,30,1.050632139,0.024519632,0.024130436,0.014414282,-0.033249852,0,irresponsible,0.000389195,0.027415441,-0.001369576,0.014805297
5,30,1.081957751,0.027974224,0.02110867,0.01712627,-0.035423155,0,irresponsible,0.006865554,0.02116056,-0.006170732,0.01799341
6,30,1.092953259,0.033078657,0.02529925,0.020316748,-0.016253346,0,irresponsible,0.007779407,0.015073977,0.001073751,0.021981863
7,30,1.112105705,0.029963056,0.029534028,0.02224601,-0.026889405,0,irresponsible,0.000429028,0.023308061,0.00673529,0.024313849
8,30,1.139569381,0.029268089,0.031276614,0.023650425,-0.035687589,0,irresponsible,-0.002008526,0.028544558,0.002812068,0.026301773
9,30,1.16919482,0.030944002,0.023380235,0.025109141,-0.027700242,0,irresponsible,0.007563767,0.028932196,-0.000152802,0.028613608
10,30,1.197433774,0.035933659,0.039879871,0.027274044,-0.042412387,0,irresponsible,-0.003946212,0.028238954,-0.000693242,0.031888671
1,31,0.9656,0.01,0.017254104,0.01,-0.019141179,0,irresponsible,-0.007254104,0.027743622,-0.000531294,0.009656
2,31,0.993343622,0.010435137,0.023327837,0.010087027,-0.040237493,0,irresponsible,-0.0128927,0.027212328,-0.000989526,0.009740034
3,31,1.020024656,0.016585921,0.014754571,0.011386806,-0.02997774,0,irresponsible,0.00183135,0.02576457,-0.003225213,0.011311011
4,31,1.044872762,0.012158764,0.007633424,0.011541198,-0.020892276,0,irresponsible,0.00452534,0.020761902,-0.002527758,0.011772306
5,31,1.06154846,0.014109475,0.020845011,0.012054853,-0.02567275,0,irresponsible,-0.006735535,0.020709053,0.004046241,0.012595788
6,31,1.086290867,0.034085516,0.016423024,0.016460986,-0.02470276,0,irresponsible,0.017662492,0.028854385,0.007130568,0.017474134
7,31,1.119257229,0.029977834,0.018422572,0.019164355,-0.032175145,0,irresponsible,0.011555262,0.034970189,0.001699592,0.020818064
8,31,1.156231245,0.04143341,0.018287644,0.023618166,-0.031114939,0,irresponsible,0.023145767,0.032253569,0.004407443,0.026434803
9,31,1.183764368,0.036852865,0.013095653,0.026265106,-0.012503019,0,irresponsible,0.023757212,0.043785076,0.01389173,0.030368536
10,31,1.243801396,0.04427572,0.017025431,0.029867229,-0.045089848,0,irresponsible,0.027250289,0.060037029,0.016251953,0.035355761
1,32,0.9656,0.01,0.00711426,0.01,-0.037629446,0,irresponsible,0.00288574,0.053477673,-0.001956965,0.009656
2,32,1.019077673,0.008602779,0.015358227,0.009720556,-0.058839067,0,irresponsible,-0.006755448,0.051520708,-0.004338636,0.009386169
3,32,1.068641417,0.018584728,0.01545273,0.01149339,-0.053537217,0,irresponsible,0.003131998,0.044800402,-0.001849518,0.011712657
4,32,1.108678477,0.023046861,0.016823566,0.013804084,-0.043210415,0,irresponsible,0.006223295,0.047821673,-0.002042637,0.014751616
5,32,1.164284762,0.031730801,0.007286748,0.017389428,-0.044486688,0,irresponsible,0.024444053,0.040715128,-0.004492142,0.019279284
6,32,1.190108733,0.042389984,0.022561371,0.022389539,-0.026019618,0,irresponsible,0.019828613,0.038837389,0.010218809,0.026067799
7,32,1.24195954,0.043444309,0.015833181,0.026600493,-0.039236264,0,irresponsible,0.027611128,0.061152746,0.010104312,0.031657479
8,32,1.312414226,0.043974418,0.016706991,0.030075278,-0.05412464,0,irresponsible,0.027267426,0.059046014,-0.005512095,0.037352278
9,32,1.360051568,0.047385805,0.015498324,0.033537383,-0.024323943,0,irresponsible,0.031887482,0.050128556,-0.003213123,0.044014939
10,32,1.412671337,0.047325114,0.011595381,0.03629493,-0.019412164,0,irresponsible,0.035729734,0.052619769,0.002491213,0.049362976
1,33,0.9656,0.01,0.014749895,0.01,-0.015912038,0,irresponsible,-0.004749895,0.045458629,7.64E-05,0.009656
2,33,1.011058629,0.014660408,0.018507527,0.010932082,-0.052640559,0,irresponsible,-0.003847118,0.045535066,-0.000158445,0.010556018
3,33,1.056670131,0.02458181,0.012812457,0.013662027,-0.044763403,0,irresponsible,0.011769354,0.045141738,-0.003299995,0.013813111
4,33,1.101342106,0.032597142,0.019485912,0.01744905,-0.046783128,0,irresponsible,0.01311123,0.038935076,-0.003912261,0.01843789
5,33,1.134540284,0.036611548,0.016712614,0.02128155,-0.028248931,0,irresponsible,0.019898934,0.037317217,0.001340883,0.023438267
6,33,1.17597654,0.048572728,0.017679573,0.026739785,-0.031335654,0,irresponsible,0.030893156,0.041616842,0.001475617,0.030337364
7,33,1.217773967,0.041331329,0.021349001,0.029658094,-0.032230376,0,irresponsible,0.019982327,0.04026845,0.001075283,0.034877223
8,33,1.25651344,0.034265465,0.015869089,0.030579568,-0.021105273,0,irresponsible,0.018396376,0.043767408,0.004009218,0.037239002
9,33,1.305308782,0.039422177,0.014995267,0.03234809,-0.027313414,0,irresponsible,0.02442691,0.048286886,0.002005511,0.04064581
10,33,1.353087212,0.039468686,0.022665062,0.033772209,-0.033601494,0,irresponsible,0.016803625,0.04777843,-0.000508456,0.044083161
1,34,0.9656,0.01,0.020145632,0.01,-0.041688146,0,irresponsible,-0.010145632,0.03607651,-0.005290947,0.009656
2,34,1.00167651,0.010416991,0.023936126,0.010083398,-0.049140014,0,irresponsible,-0.013519135,0.030785563,-0.005529119,0.009736529
3,34,1.027171126,0.016018676,0.023404115,0.011270454,-0.037370671,0,irresponsible,-0.007385439,0.025018271,-0.000193897,0.011289349
4,34,1.051713052,0.023350333,0.022308673,0.01368643,-0.03320518,0,irresponsible,0.00104166,0.030397769,0.00723636,0.014058305
5,34,1.087966664,0.021293873,0.019701716,0.015207918,-0.040888483,0,irresponsible,0.001592157,0.039490991,-0.001850176,0.015994366
6,34,1.130695034,0.023228916,0.023197443,0.016812118,-0.049517891,0,irresponsible,3.15E-05,0.026697418,-0.018292189,0.018291024
7,34,1.1413615,0.034838173,0.034821492,0.020417329,-0.026405137,0,irresponsible,1.67E-05,0.002906613,-0.008861498,0.023085772
8,34,1.13650826,0.025191032,0.034448647,0.02137207,-0.009574834,0,irresponsible,-0.009257614,0.008974422,0.010065333,0.024393257
9,34,1.159310345,0.026033345,0.021891818,0.022304325,-0.022343311,0,irresponsible,0.004141527,0.023037279,0.007149025,0.025349049
10,34,1.182582818,0.024071901,0.027587511,0.02265784,-0.028834061,0,irresponsible,-0.003515609,0.023272473,0.000235194,0.026267468
1,35,0.9656,0.01,0.0246505,0.01,-0.026338752,0,irresponsible,-0.0146505,0.021892826,-0.003014418,0.009656
