DATE,ACMY01,ACMY02,ACMY03,ACMY04,ACMY05,ACMY06,ACMY07,ACMY08,ACMY09,ACMY10,ACMTP01,ACMTP02,ACMTP03,ACMTP04,ACMTP05,ACMTP06,ACMTP07,ACMTP08,ACMTP09,ACMTP10,ACMRNY01,ACMRNY02,ACMRNY03,ACMRNY04,ACMRNY05,ACMRNY06,ACMRNY07,ACMRNY08,ACMRNY09,ACMRNY10
30-Apr-1962,2.920580473,3.236068226,3.414542869,3.520219124,3.586924026,3.632528914,3.66638114,3.693253697,3.715465294,3.734027264,-0.060544547,-0.036447803,-0.001764902,0.02410571,0.041380665,0.05342144,0.062857577,0.071109819,0.078684622,0.085529193,2.98112502,3.272516029,3.416307772,3.496113414,3.545543362,3.579107474,3.603523562,3.622143878,3.636780672,3.648498071
31-May-1962,2.85262945,3.133033623,3.340685973,3.49030168,3.600492339,3.685033414,3.752685725,3.808654267,3.855909269,3.896091086,-0.05813891,0.002158009,0.086178783,0.158390316,0.214988193,0.259500571,0.295671768,0.326037481,0.352016912,0.374269403,2.91076836,3.130875613,3.254507191,3.331911364,3.385504146,3.425532843,3.457013957,3.482616786,3.503892357,3.521821684
29-Jun-1962,3.044810323,3.295287779,3.503777503,3.650500723,3.75035589,3.819590637,3.869657922,3.907588816,3.937397571,3.96124682,-0.16120342,-0.112613593,-0.015075889,0.067281614,0.126351488,0.167663409,0.197499953,0.22022334,0.238355458,0.253152221,3.206013743,3.407901372,3.518853392,3.583219109,3.624004402,3.651927228,3.67215797,3.687365475,3.699042113,3.7080946
31-Jul-1962,3.115029044,3.388570817,3.577354481,3.705829824,3.795897548,3.862308677,3.913969058,3.955941966,3.990971833,4.02046463,-0.059167768,-0.006232208,0.068240947,0.131308052,0.180035494,0.218108834,0.24918076,0.275621337,0.298673646,0.318832768,3.174196812,3.394803025,3.509113535,3.574521773,3.615862054,3.644199843,3.664788298,3.680320629,3.692298187,3.701631861
31-Aug-1962,2.961946517,3.130550134,3.338573453,3.511261932,3.643691284,3.74515596,3.824839846,3.889222095,3.942387477,3.986778613,-0.184200497,-0.12882711,-0.001537936,0.114839635,0.205508604,0.27433278,0.327584498,0.370078374,0.404863688,0.433684037,3.146147014,3.259377243,3.340111389,3.396422297,3.438182679,3.47082318,3.497255348,3.51914372,3.537523789,3.553094575
28-Sep-1962,2.84301728,3.064431826,3.299842902,3.487643798,3.628898588,3.735784423,3.818949545,3.885656064,3.940427618,3.985963466,-0.157684631,-0.085371952,0.049546854,0.168577962,0.259402867,0.327163009,0.378783473,0.419414416,0.452278262,0.479207233,3.00070191,3.149803779,3.250296048,3.319065836,3.369495721,3.408621414,3.440166072,3.466241648,3.488149355,3.506756234
31-Oct-1962,2.820669914,3.09034841,3.315971374,3.487535128,3.617298898,3.718050027,3.79893168,3.865746501,3.921987321,3.96969885,-0.066758429,0.009784367,0.118566288,0.21307603,0.287364479,0.345497461,0.392185239,0.430781968,0.463304606,0.490832988,2.887428343,3.080564043,3.197405086,3.274459098,3.329934419,3.372552566,3.406746441,3.434964533,3.458682716,3.478865862
30-Nov-1962,2.94912254,3.143524532,3.330512059,3.481172889,3.599096353,3.69287557,3.769520455,3.833696443,3.888263588,3.934900871,-0.107693848,-0.057288733,0.039157964,0.128791577,0.201995692,0.260920773,0.309289166,0.349944351,0.384639262,0.41431882,3.056816388,3.200813265,3.291354095,3.352381313,3.397100661,3.431954797,3.460231289,3.483752092,3.503624326,3.520582051
31-Dec-1962,3.008666939,3.16849311,3.307173364,3.425879244,3.528369669,3.617995832,3.697154882,3.767408468,3.829724505,3.884687287,-0.045224284,-0.008797494,0.05305439,0.117728805,0.178757068,0.234768901,0.28577239,0.331986402,0.373539053,0.410436795,3.053891223,3.177290604,3.254118974,3.308150439,3.349612601,3.383226931,3.411382491,3.435422067,3.456185453,3.474250492
31-Jan-1963,2.873868839,3.145953633,3.374090028,3.533945053,3.641669612,3.7152992,3.767631015,3.806566639,3.836653843,3.860375127,-0.183297798,-0.13196067,-0.028509928,0.056966635,0.116118426,0.155435447,0.18209262,0.201061573,0.215236398,0.226086794,3.057166638,3.277914303,3.402599956,3.476978418,3.525551186,3.559863753,3.585538395,3.605505066,3.621417444,3.634288332
28-Feb-1963,2.808251244,3.159161464,3.398582599,3.560967035,3.674545002,3.757892203,3.822207732,3.873949184,3.916730891,3.952518943,-0.02946063,0.050645403,0.142886861,0.216074064,0.269843228,0.309806432,0.340856641,0.3661245,0.387315246,0.405207384,2.837711875,3.108516061,3.255695739,3.344892971,3.404701775,3.44808577,3.481351091,3.507824684,3.529415644,3.547311559
29-Mar-1963,2.953872832,3.205317452,3.413424811,3.568965634,3.684466122,3.772697776,3.842662739,3.899979978,3.947955406,3.988460673,-0.085433155,-0.022074927,0.076998668,0.163675584,0.231439655,0.284120089,0.326282429,0.361160851,0.390662249,0.415765146,3.039305986,3.227392379,3.336426143,3.40529005,3.453026468,3.488577687,3.51638031,3.538819127,3.557293157,3.572695527
30-Apr-1963,2.944779151,3.203935588,3.420771866,3.576467976,3.685340011,3.763155491,3.82111867,3.866174958,3.902344869,3.931842315,-0.143150767,-0.089154129,0.011784103,0.097503406,0.160040964,0.204718254,0.237638245,0.263069501,0.283506944,0.300219434,3.087929918,3.293089717,3.408987764,3.47896457,3.525299047,3.558437236,3.583480425,3.603105458,3.618837925,3.631622881
31-May-1963,3.019006367,3.268622551,3.479687949,3.628720472,3.730062581,3.800107996,3.850538237,3.888561408,3.918308303,3.942013488,-0.170728417,-0.122710759,-0.02343968,0.060333987,0.120070221,0.16145113,0.190978246,0.213180676,0.230688408,0.244822545,3.189734784,3.39133331,3.50312763,3.568386485,3.60999236,3.638656866,3.659559991,3.675380732,3.687619895,3.697190944
28-Jun-1963,3.000982391,3.285585253,3.516176573,3.674990803,3.780615467,3.851948929,3.902082794,3.939007467,3.96728521,3.989386931,-0.162989488,-0.100107002,0.00826826,0.09636409,0.157435255,0.198501958,0.226895671,0.247620676,0.263565447,0.276184498,3.163971879,3.385692255,3.507908312,3.578626713,3.623180212,3.653446971,3.675187123,3.691386791,3.703719762,3.713202433
31-Jul-1963,3.266112961,3.515663293,3.678989002,3.77836382,3.838719554,3.876783885,3.902391571,3.92090582,3.93504347,3.946030599,-0.147586057,-0.119106765,-0.063344858,-0.018629149,0.012090282,0.033195763,0.048831775,0.061574065,0.072672173,0.082516328,3.413699018,3.634770058,3.74233386,3.796992968,3.826629272,3.843588123,3.853559796,3.859331755,3.862371297,3.863514272
30-Aug-1963,3.402723396,3.594659849,3.725824974,3.813489513,3.87394571,3.918200372,3.952773308,3.981210722,4.005274429,4.025715791,-0.100320306,-0.084549208,-0.036433552,0.009375344,0.047163167,0.078434599,0.105391522,0.129484748,0.151377149,0.171191184,3.503043702,3.679209057,3.762258526,3.804114169,3.826782543,3.839765773,3.847381786,3.851725974,3.85389728,3.854524608
30-Sep-1963,3.390665753,3.575221408,3.721288342,3.822950841,3.892638456,3.942057999,3.979053405,4.008227709,4.032048328,4.05170673,-0.138966233,-0.117696797,-0.051786999,0.008892137,0.056253071,0.09288979,0.122445692,0.14746304,0.169317303,0.18856892,3.529631987,3.692918204,3.773075341,3.814058705,3.836385385,3.849168208,3.856607713,3.860764669,3.862731025,3.86313781
31-Oct-1963,3.481538877,3.652560434,3.779489812,3.869930138,3.935915521,3.986540414,4.027467803,4.061875753,4.09138836,4.116728153,-0.091226345,-0.068292418,-0.01179725,0.04308216,0.089891039,0.129691362,0.164481497,0.195651456,0.223879006,0.24933765,3.572765221,3.720852852,3.791287062,3.826847978,3.846024482,3.856849051,3.862986307,3.866224298,3.867509354,3.867390503
29-Nov-1963,3.548933495,3.69607214,3.816067403,3.894006305,3.941787154,3.97132195,3.990539385,4.003970143,4.013918656,4.021377421,-0.214326239,-0.210679916,-0.156696567,-0.106828604,-0.069668808,-0.042426521,-0.021267181,-0.003576627,0.0119975,0.025937895,3.763259734,3.906752057,3.97276397,4.000834909,4.011455962,4.013748471,4.011806566,4.00754677,4.001921157,3.995439526
31-Dec-1963,3.627036231,3.803661954,3.912519956,3.975004042,4.011110531,4.033211194,4.048132314,4.059317317,4.068287557,4.075524966,-0.15128144,-0.141596722,-0.104706221,-0.071367963,-0.045218902,-0.024078967,-0.005640301,0.011441977,0.027656023,0.042937827,3.778317671,3.945258676,4.017226177,4.046372005,4.056329433,4.057290161,4.053772614,4.047875339,4.040631534,4.032587138
31-Jan-1964,3.518505776,3.750457928,3.888372365,3.96758864,4.014088494,4.043073707,4.062805607,4.077502975,4.089131116,4.098439724,-0.115733557,-0.086553771,-0.040236422,-0.002637795,0.025171035,0.046643951,0.064729573,0.081104208,0.096432621,0.11074748,3.634239333,3.837011699,3.928608787,3.970226436,3.988917459,3.996429756,3.998076035,3.996398768,3.992698495,3.987692244
28-Feb-1964,3.586736191,3.914477513,4.015209522,4.041231712,4.052159891,4.064506303,4.080970116,4.100497403,4.121361442,4.141992028,-0.070139758,0.06448131,0.069257745,0.050186852,0.040317046,0.04400573,0.058305323,0.079400995,0.104125338,0.130099585,3.656875949,3.849996203,3.945951777,3.99104486,4.011842845,4.020500573,4.022664793,4.021096409,4.017236103,4.011892444
31-Mar-1964,3.684881124,4.015431157,4.104741602,4.124535953,4.132565296,4.143660253,4.159663981,4.179112452,4.200079393,4.220894324,0.058900253,0.154742246,0.141905745,0.116217953,0.10432568,0.107885015,0.12281954,0.144832005,0.170544313,0.197485359,3.62598087,3.860688911,3.962835857,4.008318,4.028239616,4.035775239,4.036844441,4.034280447,4.02953508,4.023408965
