date,interest_rate,debt_held_by_public,gdp_growth_rate,b_lag1,gross_interest
2017-11-01,0.007521904499999999,,,,
2017-12-01,0.0057304923,,,,
2018-01-01,0.0087378801,75.93645,0.033,73.97834,0.6257636640048732
2018-02-01,0.0108846929,,,,
2018-03-01,0.0102953583,,,,
2018-04-01,0.0101435433,75.23257,0.021,75.93645,0.7544218106006709
2018-05-01,0.012160918,,,,
2018-06-01,0.012457281399999999,,,,
2018-07-01,0.0115523371,75.86428,0.025,75.23257,0.8479141556481434
2018-08-01,0.012552416200000001,,,,
2018-09-01,0.011321468999999999,,,,
2018-10-01,0.013001268100000001,77.06685,0.006,75.86428,0.9804491486018568
2018-11-01,0.0130865835,,,,
2018-12-01,0.0125496666,,,,
2019-01-01,0.0104043434,76.84804,0.025,77.06685,0.7822731435671123
2019-02-01,0.010681828499999999,,,,
2019-03-01,0.0051720765,,,,
2019-04-01,0.0042030374999999995,75.73028,0.034,76.84804,0.31237446220647963
2019-05-01,0.005404288,,,,
2019-06-01,0.0042130162,,,,
2019-07-01,0.004405718800000001,77.47776,0.048,75.73028,0.3183648075622748
2019-08-01,0.0042005179,,,,
2019-09-01,0.0023500552,,,,
2019-10-01,0.0036832453,78.36239,0.027999999999999997,77.47776,0.27759688266004673
2019-11-01,0.0043361185000000005,,,,
2019-12-01,0.0051426493,,,,
2020-01-01,0.0050509631,79.20826,-0.052000000000000005,78.36239,0.41751639274030483
2020-02-01,0.0031598578999999997,,,,
2020-03-01,-0.0012783744999999998,,,,
2020-04-01,-0.0011159442,102.95659,-0.28,79.20826,-0.12276666435985001
2020-05-01,-0.0002785652,,,,
2020-06-01,-0.0015369936000000002,,,,
2020-07-01,-0.003453445,96.92777,0.349,102.95659,-0.2635692520033729
2020-08-01,-0.00407134,,,,
2020-09-01,-0.0034333693,,,,
2020-10-01,-0.0029173845,98.02716,0.046,96.92777,-0.2703399367280736
2020-11-01,-0.0021395564,,,,
2020-12-01,-0.0023232146,,,,
2021-01-01,-0.0023501721000000002,97.02906,0.057,98.02716,-0.21795713952150994
2021-02-01,-0.0023082379999999998,,,,
2021-03-01,0.0001250687,,,,
2021-04-01,0.0011804694,95.42226,0.07,97.02906,0.10704657592594767
2021-05-01,0.0003694758,,,,
2021-06-01,-5.66485e-05,,,,
2021-07-01,0.0003504108,93.00945,0.033,95.42226,0.032368819423434655
2021-08-01,-0.0026101879,,,,
2021-09-01,-0.0019473087,,,,
2021-10-01,0.0008790114,93.36948,0.07,93.00945,0.0764078194932056
2021-11-01,0.0016399788,,,,
2021-12-01,0.0009168917,,,,
2022-01-01,0.0031949509999999997,94.66515,-0.01,93.36948,0.3013241550459394
2022-02-01,0.0044159289,,,,
2022-03-01,0.0034708992,,,,
2022-04-01,0.0094940027,92.54557,0.006,94.66515,0.8933908446281362
2022-05-01,0.0120389776,,,,
2022-06-01,0.0102509351,,,,
2022-07-01,0.0106217493,92.3448,0.028999999999999998,92.54557,0.9552923647867844
2022-08-01,0.008556253,,,,
2022-09-01,0.0120424868,,,,
2022-10-01,0.017973320299999998,91.66518,0.027999999999999997,92.3448,1.6145356696881712
2022-11-01,0.019307130500000002,,,,
2022-12-01,0.0157612515,,,,
2023-01-01,0.0178309897,90.80843,0.028999999999999998,91.66518,1.5884167934194815
2023-02-01,0.014202021700000001,,,,
2023-03-01,0.020596363599999997,,,,
2023-04-01,0.014439138600000002,92.56093,0.025,90.80843,1.2792151286033153
2023-05-01,0.0153690406,,,,
2023-06-01,0.0106063107,,,,
2023-07-01,0.014260473000000001,93.85447,0.047,92.56093,1.2607093057496563
2023-08-01,0.0160209539,,,,
2023-09-01,0.0169970754,,,,
2023-10-01,0.0208246076,94.84781,0.034,93.85447,1.890215192704035
2023-11-01,0.0209432864,,,,
2023-12-01,0.0168089907,,,,
2024-01-01,0.0168087145,95.908,0.008,94.84781,1.5816168246431002
2024-02-01,0.016168230999999998,,,,
2024-03-01,0.0192596928,,,,
2024-04-01,0.0193819396,94.8093,0.036000000000000004,95.908,1.7942886710007722
2024-05-01,0.0210339878,,,,
2024-06-01,0.0199956671,,,,
2024-07-01,0.0204839593,95.98142,0.033,94.8093,1.880028889120513
2024-08-01,0.0166418984,,,,
2024-09-01,0.0158158069,,,,
2024-10-01,0.014801483399999999,96.76094,0.019,95.98142,1.3941780125990462
2024-11-01,0.0195841688,,,,
2024-12-01,0.0182436879,,,,
2025-01-01,0.0205553249,96.30805,-0.006,96.76094,2.0009583091845133
2025-02-01,0.0202768935,,,,
2025-03-01,0.018591746899999997,,,,
2025-04-01,0.0167048701,95.04833,0.038,96.30805,1.5499166327883476
2025-05-01,0.0166614308,,,,
2025-06-01,0.0186923994,,,,
2025-07-01,0.0165988735,,,95.04833,
2025-08-01,0.0156632926,,,,
2025-09-01,0.015503721699999999,,,,
2025-10-01,0.015691068699999998,,,,
