r (BEA / Jared),g (BEA / Jared),r-g (BEA / Jared),date,SPF 10-Year CPI,rgdp10,US 10-Year Yield (Observed),r (SPF / Blanchard),g (SPF / Blanchard),r-g (SPF / Blanchard)
,,,1995-02-01,3.3,2.7,7.47,4.17,2.7,1.4699999999999998
,,,1995-03-01,3.3,2.7,7.2,3.9000000000000004,2.7,1.2000000000000002
,,,1995-04-01,3.35,2.7,7.06,3.7099999999999995,2.7,1.0099999999999993
,,,1995-05-01,3.35,2.7,6.63,3.28,2.7,0.5799999999999996
,,,1995-06-01,3.35,2.7,6.17,2.82,2.7,0.11999999999999966
,,,1995-07-01,3.2,2.7,6.28,3.08,2.7,0.3799999999999999
,,,1995-08-01,3.2,2.7,6.49,3.29,2.7,0.5899999999999999
,,,1995-09-01,3.2,2.7,6.2,3.0,2.7,0.2999999999999998
,,,1995-10-01,3.0,2.7,6.04,3.04,2.7,0.33999999999999986
,,,1995-11-01,3.0,2.7,5.93,2.9299999999999997,2.7,0.22999999999999954
,,,1995-12-01,3.0,2.7,5.71,2.71,2.7,0.009999999999999787
6.4554977902146,5.67,0.7854977902145996,1996-01-01,3.0,2.3,5.65,2.6500000000000004,2.3,0.35000000000000053
,,,1996-02-01,3.0,2.3,5.81,2.8099999999999996,2.3,0.5099999999999998
,,,1996-03-01,3.0,2.3,6.27,3.2699999999999996,2.3,0.9699999999999998
,,,1996-04-01,3.0,2.3,6.51,3.51,2.3,1.21
,,,1996-05-01,3.0,2.3,6.74,3.74,2.3,1.4400000000000004
,,,1996-06-01,3.0,2.3,6.91,3.91,2.3,1.6100000000000003
,,,1996-07-01,3.0,2.3,6.87,3.87,2.3,1.5700000000000003
,,,1996-08-01,3.0,2.3,6.64,3.6399999999999997,2.3,1.3399999999999999
,,,1996-09-01,3.0,2.3,6.83,3.83,2.3,1.5300000000000002
,,,1996-10-01,3.0,2.3,6.53,3.5300000000000002,2.3,1.2300000000000004
,,,1996-11-01,3.0,2.3,6.2,3.2,2.3,0.9000000000000004
,,,1996-12-01,3.0,2.3,6.3,3.3,2.3,1.0
6.467702839401709,6.25,0.21770283940170942,1997-01-01,3.0,2.5,6.58,3.58,2.5,1.08
,,,1997-02-01,3.0,2.5,6.42,3.42,2.5,0.9199999999999999
,,,1997-03-01,3.0,2.5,6.69,3.6900000000000004,2.5,1.1900000000000004
,,,1997-04-01,2.8499999999999996,2.5,6.89,4.04,2.5,1.54
,,,1997-05-01,2.8499999999999996,2.5,6.71,3.8600000000000003,2.5,1.3600000000000003
,,,1997-06-01,2.8499999999999996,2.5,6.49,3.6400000000000006,2.5,1.1400000000000006
,,,1997-07-01,3.0,2.5,6.22,3.2199999999999998,2.5,0.7199999999999998
,,,1997-08-01,3.0,2.5,6.3,3.3,2.5,0.7999999999999998
,,,1997-09-01,3.0,2.5,6.21,3.21,2.5,0.71
,,,1997-10-01,2.6500000000000004,2.5,6.03,3.38,2.5,0.8799999999999999
,,,1997-11-01,2.6500000000000004,2.5,5.88,3.2299999999999995,2.5,0.7299999999999995
,,,1997-12-01,2.6500000000000004,2.5,5.81,3.1599999999999993,2.5,0.6599999999999993
6.479752352732351,5.66,0.8197523527323509,1998-01-01,2.6,2.5,5.54,2.94,2.5,0.43999999999999995
,,,1998-02-01,2.6,2.5,5.57,2.97,2.5,0.4700000000000002
,,,1998-03-01,2.6,2.5,5.65,3.0500000000000003,2.5,0.5500000000000003
,,,1998-04-01,2.5,2.5,5.64,3.1399999999999997,2.5,0.6399999999999997
,,,1998-05-01,2.5,2.5,5.65,3.1500000000000004,2.5,0.6500000000000004
,,,1998-06-01,2.5,2.5,5.5,3.0,2.5,0.5
,,,1998-07-01,2.5,2.5,5.46,2.96,2.5,0.45999999999999996
,,,1998-08-01,2.5,2.5,5.34,2.84,2.5,0.33999999999999986
,,,1998-09-01,2.5,2.5,4.81,2.3099999999999996,2.5,-0.1900000000000004
,,,1998-10-01,2.5,2.5,4.53,2.0300000000000002,2.5,-0.46999999999999975
,,,1998-11-01,2.5,2.5,4.83,2.33,2.5,-0.16999999999999993
,,,1998-12-01,2.5,2.5,4.65,2.1500000000000004,2.5,-0.34999999999999964
6.325221350399175,6.27,0.05522135039917608,1999-01-01,2.3,2.5,4.72,2.42,2.5,-0.08000000000000007
,,,1999-02-01,2.3,2.5,5.0,2.7,2.5,0.20000000000000018
,,,1999-03-01,2.3,2.5,5.23,2.9300000000000006,2.5,0.4300000000000006
,,,1999-04-01,2.5,2.5,5.18,2.6799999999999997,2.5,0.17999999999999972
,,,1999-05-01,2.5,2.5,5.54,3.04,2.5,0.54
,,,1999-06-01,2.5,2.5,5.9,3.4000000000000004,2.5,0.9000000000000004
,,,1999-07-01,2.5,2.5,5.79,3.29,2.5,0.79
,,,1999-08-01,2.5,2.5,5.94,3.4400000000000004,2.5,0.9400000000000004
,,,1999-09-01,2.5,2.5,5.92,3.42,2.5,0.9199999999999999
,,,1999-10-01,2.5,2.5,6.11,3.6100000000000003,2.5,1.1100000000000003
,,,1999-11-01,2.5,2.5,6.03,3.5300000000000002,2.5,1.0300000000000002
,,,1999-12-01,2.5,2.5,6.28,3.7800000000000002,2.5,1.2800000000000002
6.538469659839687,6.4399999999999995,0.0984696598396867,2000-01-01,2.5,3.05,6.66,4.16,3.05,1.1100000000000003
,,,2000-02-01,2.5,3.05,6.52,4.02,3.05,0.9699999999999998
,,,2000-03-01,2.5,3.05,6.26,3.76,3.05,0.71
,,,2000-04-01,2.5,3.05,5.99,3.49,3.05,0.4400000000000004
,,,2000-05-01,2.5,3.05,6.44,3.9400000000000004,3.05,0.8900000000000006
,,,2000-06-01,2.5,3.05,6.1,3.5999999999999996,3.05,0.5499999999999998
,,,2000-07-01,2.5,3.05,6.05,3.55,3.05,0.5
,,,2000-08-01,2.5,3.05,5.83,3.33,3.05,0.28000000000000025
,,,2000-09-01,2.5,3.05,5.8,3.3,3.05,0.25
,,,2000-10-01,2.5,3.05,5.74,3.24,3.05,0.1900000000000004
,,,2000-11-01,2.5,3.05,5.72,3.2199999999999998,3.05,0.16999999999999993
,,,2000-12-01,2.5,3.05,5.24,2.74,3.05,-0.3099999999999996
6.210569599185448,3.2300000000000004,2.980569599185448,2001-01-01,2.5,3.3,5.16,2.66,3.3,-0.6399999999999997
,,,2001-02-01,2.5,3.3,5.1,2.5999999999999996,3.3,-0.7000000000000002
,,,2001-03-01,2.5,3.3,4.89,2.3899999999999997,3.3,-0.9100000000000001
,,,2001-04-01,2.5,3.3,5.14,2.6399999999999997,3.3,-0.6600000000000001
,,,2001-05-01,2.5,3.3,5.39,2.8899999999999997,3.3,-0.41000000000000014
,,,2001-06-01,2.5,3.3,5.28,2.7800000000000002,3.3,-0.5199999999999996
,,,2001-07-01,2.5,3.3,5.24,2.74,3.3,-0.5599999999999996
,,,2001-08-01,2.5,3.3,4.97,2.4699999999999998,3.3,-0.8300000000000001
,,,2001-09-01,2.5,3.3,4.73,2.2300000000000004,3.3,-1.0699999999999994
,,,2001-10-01,2.55,3.3,4.57,2.0200000000000005,3.3,-1.2799999999999994
,,,2001-11-01,2.55,3.3,4.65,2.1000000000000005,3.3,-1.1999999999999993
,,,2001-12-01,2.55,3.3,5.09,2.54,3.3,-0.7599999999999998
4.828485377611232,3.2799999999999994,1.548485377611232,2002-01-01,2.5,3.0,5.04,2.54,3.0,-0.45999999999999996
,,,2002-02-01,2.5,3.0,4.91,2.41,3.0,-0.5899999999999999
,,,2002-03-01,2.5,3.0,5.28,2.7800000000000002,3.0,-0.21999999999999975
,,,2002-04-01,2.5,3.0,5.21,2.71,3.0,-0.29000000000000004
,,,2002-05-01,2.5,3.0,5.16,2.66,3.0,-0.33999999999999986
,,,2002-06-01,2.5,3.0,4.93,2.4299999999999997,3.0,-0.5700000000000003
,,,2002-07-01,2.5,3.0,4.65,2.1500000000000004,3.0,-0.8499999999999996
,,,2002-08-01,2.5,3.0,4.26,1.7599999999999998,3.0,-1.2400000000000002
,,,2002-09-01,2.5,3.0,3.87,1.37,3.0,-1.63
,,,2002-10-01,2.45,3.0,3.94,1.4899999999999998,3.0,-1.5100000000000002
,,,2002-11-01,2.45,3.0,4.05,1.5999999999999996,3.0,-1.4000000000000004
,,,2002-12-01,2.45,3.0,4.03,1.58,3.0,-1.42
3.9114661948570606,4.83,-0.9185338051429397,2003-01-01,2.5,3.2,4.05,1.5499999999999998,3.2,-1.6500000000000004
,,,2003-02-01,2.5,3.2,3.9,1.4,3.2,-1.8000000000000003
,,,2003-03-01,2.5,3.2,3.81,1.31,3.2,-1.8900000000000001
,,,2003-04-01,2.5,3.2,3.96,1.46,3.2,-1.7400000000000002
,,,2003-05-01,2.5,3.2,3.57,1.0699999999999998,3.2,-2.1300000000000003
,,,2003-06-01,2.5,3.2,3.33,0.8300000000000001,3.2,-2.37
,,,2003-07-01,2.5,3.2,3.98,1.48,3.2,-1.7200000000000002
,,,2003-08-01,2.5,3.2,4.45,1.9500000000000002,3.2,-1.25
,,,2003-09-01,2.5,3.2,4.27,1.7699999999999996,3.2,-1.4300000000000006
,,,2003-10-01,2.5,3.2,4.29,1.79,3.2,-1.4100000000000001
,,,2003-11-01,2.5,3.2,4.3,1.7999999999999998,3.2,-1.4000000000000004
,,,2003-12-01,2.5,3.2,4.27,1.7699999999999996,3.2,-1.4300000000000006
3.730493739558948,6.64,-2.9095062604410518,2004-01-01,2.5,3.4,4.15,1.6500000000000004,3.4,-1.7499999999999996
,,,2004-02-01,2.5,3.4,4.08,1.58,3.4,-1.8199999999999998
,,,2004-03-01,2.5,3.4,3.83,1.33,3.4,-2.07
,,,2004-04-01,2.5,3.4,4.35,1.8499999999999996,3.4,-1.5500000000000003
,,,2004-05-01,2.5,3.4,4.72,2.2199999999999998,3.4,-1.1800000000000002
,,,2004-06-01,2.5,3.4,4.73,2.2300000000000004,3.4,-1.1699999999999995
,,,2004-07-01,2.5,3.4,4.5,2.0,3.4,-1.4
,,,2004-08-01,2.5,3.4,4.28,1.7800000000000002,3.4,-1.6199999999999997
,,,2004-09-01,2.5,3.4,4.13,1.63,3.4,-1.77
,,,2004-10-01,2.5,3.4,4.1,1.5999999999999996,3.4,-1.8000000000000003
,,,2004-11-01,2.5,3.4,4.19,1.6900000000000004,3.4,-1.7099999999999995
,,,2004-12-01,2.5,3.4,4.23,1.7300000000000004,3.4,-1.6699999999999995
4.006478794968524,6.7299999999999995,-2.723521205031475,2005-01-01,2.45,3.3,4.22,1.7699999999999996,3.3,-1.5300000000000002
,,,2005-02-01,2.45,3.3,4.17,1.7199999999999998,3.3,-1.58
,,,2005-03-01,2.45,3.3,4.5,2.05,3.3,-1.25
,,,2005-04-01,2.5,3.3,4.34,1.8399999999999999,3.3,-1.46
,,,2005-05-01,2.5,3.3,4.14,1.6399999999999997,3.3,-1.6600000000000001
,,,2005-06-01,2.5,3.3,4.0,1.5,3.3,-1.7999999999999998
,,,2005-07-01,2.5,3.3,4.18,1.6799999999999997,3.3,-1.62
,,,2005-08-01,2.5,3.3,4.26,1.7599999999999998,3.3,-1.54
,,,2005-09-01,2.5,3.3,4.2,1.7000000000000002,3.3,-1.5999999999999996
,,,2005-10-01,2.5,3.3,4.46,1.96,3.3,-1.3399999999999999
,,,2005-11-01,2.5,3.3,4.54,2.04,3.3,-1.2599999999999998
,,,2005-12-01,2.5,3.3,4.47,1.9699999999999998,3.3,-1.33
4.692572249331742,5.95,-1.257427750668258,2006-01-01,2.5,3.2,4.42,1.92,3.2,-1.2800000000000002
,,,2006-02-01,2.5,3.2,4.57,2.0700000000000003,3.2,-1.13
,,,2006-03-01,2.5,3.2,4.72,2.2199999999999998,3.2,-0.9800000000000004
,,,2006-04-01,2.5,3.2,4.99,2.49,3.2,-0.71
,,,2006-05-01,2.5,3.2,5.11,2.6100000000000003,3.2,-0.5899999999999999
,,,2006-06-01,2.5,3.2,5.11,2.6100000000000003,3.2,-0.5899999999999999
,,,2006-07-01,2.5,3.2,5.09,2.59,3.2,-0.6100000000000003
,,,2006-08-01,2.5,3.2,4.88,2.38,3.2,-0.8200000000000003
,,,2006-09-01,2.5,3.2,4.72,2.2199999999999998,3.2,-0.9800000000000004
,,,2006-10-01,2.5,3.2,4.73,2.2300000000000004,3.2,-0.9699999999999998
,,,2006-11-01,2.5,3.2,4.6,2.0999999999999996,3.2,-1.1000000000000005
,,,2006-12-01,2.5,3.2,4.56,2.0599999999999996,3.2,-1.1400000000000006
4.709094841462851,4.77,-0.060905158537148674,2007-01-01,2.3499999999999996,3.0,4.76,2.41,3.0,-0.5899999999999999
,,,2007-02-01,2.3499999999999996,3.0,4.72,2.37,3.0,-0.6299999999999999
,,,2007-03-01,2.3499999999999996,3.0,4.56,2.21,3.0,-0.79
,,,2007-04-01,2.4,3.0,4.69,2.2900000000000005,3.0,-0.7099999999999995
,,,2007-05-01,2.4,3.0,4.75,2.35,3.0,-0.6499999999999999
,,,2007-06-01,2.4,3.0,5.1,2.6999999999999997,3.0,-0.30000000000000027
,,,2007-07-01,2.4,3.0,5.0,2.6,3.0,-0.3999999999999999
,,,2007-08-01,2.4,3.0,4.67,2.27,3.0,-0.73
,,,2007-09-01,2.4,3.0,4.52,2.1199999999999997,3.0,-0.8800000000000003
,,,2007-10-01,2.4,3.0,4.53,2.1300000000000003,3.0,-0.8699999999999997
,,,2007-11-01,2.4,3.0,4.15,1.7500000000000004,3.0,-1.2499999999999996
,,,2007-12-01,2.4,3.0,4.1,1.6999999999999997,3.0,-1.3000000000000003
4.355588871369366,2.04,2.315588871369366,2008-01-01,2.5,2.75,3.74,1.2400000000000002,2.75,-1.5099999999999998
,,,2008-02-01,2.5,2.75,3.74,1.2400000000000002,2.75,-1.5099999999999998
,,,2008-03-01,2.5,2.75,3.51,1.0099999999999998,2.75,-1.7400000000000002
,,,2008-04-01,2.5,2.75,3.68,1.1800000000000002,2.75,-1.5699999999999998
,,,2008-05-01,2.5,2.75,3.88,1.38,2.75,-1.37
,,,2008-06-01,2.5,2.75,4.1,1.5999999999999996,2.75,-1.1500000000000004
,,,2008-07-01,2.5,2.75,4.01,1.5099999999999998,2.75,-1.2400000000000002
,,,2008-08-01,2.5,2.75,3.89,1.3900000000000001,2.75,-1.3599999999999999
,,,2008-09-01,2.5,2.75,3.69,1.19,2.75,-1.56
,,,2008-10-01,2.5,2.75,3.81,1.31,2.75,-1.44
,,,2008-11-01,2.5,2.75,3.53,1.0299999999999998,2.75,-1.7200000000000002
,,,2008-12-01,2.5,2.75,2.42,-0.08000000000000007,2.75,-2.83
2.477259885639031,-1.9799999999999998,4.457259885639031,2009-01-01,2.4,2.56,2.52,0.1200000000000001,2.56,-2.44
,,,2009-02-01,2.4,2.56,2.87,0.4700000000000002,2.56,-2.09
,,,2009-03-01,2.4,2.56,2.82,0.41999999999999993,2.56,-2.14
,,,2009-04-01,2.5,2.56,2.93,0.43000000000000016,2.56,-2.13
,,,2009-05-01,2.5,2.56,3.29,0.79,2.56,-1.77
,,,2009-06-01,2.5,2.56,3.72,1.2200000000000002,2.56,-1.3399999999999999
,,,2009-07-01,2.5,2.56,3.56,1.06,2.56,-1.5
,,,2009-08-01,2.5,2.56,3.59,1.0899999999999999,2.56,-1.4700000000000002
,,,2009-09-01,2.5,2.56,3.4,0.8999999999999999,2.56,-1.6600000000000001
,,,2009-10-01,2.2626999999999997,2.56,3.39,1.1273000000000004,2.56,-1.4326999999999996
,,,2009-11-01,2.2626999999999997,2.56,3.4,1.1373000000000002,2.56,-1.4226999999999999
,,,2009-12-01,2.2626999999999997,2.56,3.59,1.3273000000000001,2.56,-1.2327
2.175369408314689,3.94,-1.764630591685311,2010-01-01,2.3899999999999997,2.7,3.73,1.3400000000000003,2.7,-1.3599999999999999
,,,2010-02-01,2.3899999999999997,2.7,3.69,1.3000000000000003,2.7,-1.4
,,,2010-03-01,2.3899999999999997,2.7,3.73,1.3400000000000003,2.7,-1.3599999999999999
,,,2010-04-01,2.4,2.7,3.85,1.4500000000000002,2.7,-1.25
,,,2010-05-01,2.4,2.7,3.42,1.02,2.7,-1.6800000000000002
,,,2010-06-01,2.4,2.7,3.2,0.8000000000000003,2.7,-1.9
,,,2010-07-01,2.3,2.7,3.01,0.71,2.7,-1.9900000000000002
,,,2010-08-01,2.3,2.7,2.7,0.40000000000000036,2.7,-2.3
,,,2010-09-01,2.3,2.7,2.65,0.3500000000000001,2.7,-2.35
,,,2010-10-01,2.2,2.7,2.54,0.33999999999999986,2.7,-2.3600000000000003
,,,2010-11-01,2.2,2.7,2.76,0.5599999999999996,2.7,-2.1400000000000006
,,,2010-12-01,2.2,2.7,3.29,1.0899999999999999,2.7,-1.6100000000000003
2.270514950010303,3.66,-1.3894850499896971,2011-01-01,2.3,2.835,3.39,1.0900000000000003,2.835,-1.7449999999999997
,,,2011-02-01,2.3,2.835,3.58,1.2800000000000002,2.835,-1.5549999999999997
,,,2011-03-01,2.3,2.835,3.41,1.1100000000000003,2.835,-1.7249999999999996
,,,2011-04-01,2.4,2.835,3.46,1.06,2.835,-1.775
,,,2011-05-01,2.4,2.835,3.17,0.77,2.835,-2.065
,,,2011-06-01,2.4,2.835,3.0,0.6000000000000001,2.835,-2.235
,,,2011-07-01,2.4,2.835,3.0,0.6000000000000001,2.835,-2.235
,,,2011-08-01,2.4,2.835,2.3,-0.10000000000000009,2.835,-2.935
,,,2011-09-01,2.4,2.835,1.98,-0.41999999999999993,2.835,-3.255
,,,2011-10-01,2.5,2.835,2.15,-0.3500000000000001,2.835,-3.185
,,,2011-11-01,2.5,2.835,2.01,-0.4900000000000002,2.835,-3.325
,,,2011-12-01,2.5,2.835,1.98,-0.52,2.835,-3.355
1.9537757340110669,4.19,-2.236224265988934,2012-01-01,2.3,2.64,1.97,-0.32999999999999985,2.64,-2.9699999999999998
,,,2012-02-01,2.3,2.64,1.97,-0.32999999999999985,2.64,-2.9699999999999998
,,,2012-03-01,2.3,2.64,2.17,-0.1299999999999999,2.64,-2.77
,,,2012-04-01,2.48,2.64,2.05,-0.43000000000000016,2.64,-3.0700000000000003
,,,2012-05-01,2.48,2.64,1.8,-0.6799999999999999,2.64,-3.3200000000000003
,,,2012-06-01,2.48,2.64,1.62,-0.8599999999999999,2.64,-3.5
,,,2012-07-01,2.3499999999999996,2.64,1.53,-0.8199999999999996,2.64,-3.46
,,,2012-08-01,2.3499999999999996,2.64,1.68,-0.6699999999999997,2.64,-3.3099999999999996
,,,2012-09-01,2.3499999999999996,2.64,1.72,-0.6299999999999997,2.64,-3.2699999999999996
,,,2012-10-01,2.3,2.64,1.75,-0.5499999999999998,2.64,-3.19
,,,2012-11-01,2.3,2.64,1.65,-0.6499999999999999,2.64,-3.29
,,,2012-12-01,2.3,2.64,1.72,-0.5799999999999998,2.64,-3.2199999999999998
1.8433638525766243,3.8599999999999994,-2.0166361474233754,2013-01-01,2.3,2.5,1.91,-0.3899999999999999,2.5,-2.8899999999999997
,,,2013-02-01,2.3,2.5,1.98,-0.31999999999999984,2.5,-2.82
,,,2013-03-01,2.3,2.5,1.96,-0.33999999999999986,2.5,-2.84
,,,2013-04-01,2.3,2.5,1.76,-0.5399999999999998,2.5,-3.04
,,,2013-05-01,2.3,2.5,1.93,-0.3699999999999999,2.5,-2.87
,,,2013-06-01,2.3,2.5,2.3,0.0,2.5,-2.5
,,,2013-07-01,2.205,2.5,2.58,0.375,2.5,-2.125
,,,2013-08-01,2.205,2.5,2.74,0.5350000000000001,2.5,-1.9649999999999999
,,,2013-09-01,2.205,2.5,2.81,0.605,2.5,-1.895
,,,2013-10-01,2.3,2.5,2.62,0.3200000000000003,2.5,-2.1799999999999997
,,,2013-11-01,2.3,2.5,2.72,0.4200000000000004,2.5,-2.0799999999999996
,,,2013-12-01,2.3,2.5,2.9,0.6000000000000001,2.5,-1.9
1.7915321553010708,4.31,-2.5184678446989293,2014-01-01,2.3,2.6,2.86,0.56,2.6,-2.04
,,,2014-02-01,2.3,2.6,2.71,0.41000000000000014,2.6,-2.19
,,,2014-03-01,2.3,2.6,2.72,0.4200000000000004,2.6,-2.1799999999999997
,,,2014-04-01,2.25,2.6,2.71,0.45999999999999996,2.6,-2.14
,,,2014-05-01,2.25,2.6,2.56,0.31000000000000005,2.6,-2.29
,,,2014-06-01,2.25,2.6,2.6,0.3500000000000001,2.6,-2.25
,,,2014-07-01,2.2,2.6,2.54,0.33999999999999986,2.6,-2.2600000000000002
,,,2014-08-01,2.2,2.6,2.42,0.21999999999999975,2.6,-2.3800000000000003
,,,2014-09-01,2.2,2.6,2.53,0.3299999999999996,2.6,-2.2700000000000005
,,,2014-10-01,2.2,2.6,2.3,0.09999999999999964,2.6,-2.5000000000000004
,,,2014-11-01,2.2,2.6,2.33,0.1299999999999999,2.6,-2.47
,,,2014-12-01,2.2,2.6,2.21,0.009999999999999787,2.6,-2.5900000000000003
1.7015037023054291,3.9,-2.198496297694571,2015-01-01,2.1,2.5,1.88,-0.2200000000000002,2.5,-2.72
,,,2015-02-01,2.1,2.5,1.98,-0.1200000000000001,2.5,-2.62
,,,2015-03-01,2.1,2.5,2.04,-0.06000000000000005,2.5,-2.56
,,,2015-04-01,2.135,2.5,1.94,-0.19499999999999984,2.5,-2.695
,,,2015-05-01,2.135,2.5,2.2,0.06500000000000039,2.5,-2.4349999999999996
,,,2015-06-01,2.135,2.5,2.36,0.2250000000000001,2.5,-2.275
,,,2015-07-01,2.1500000000000004,2.5,2.32,0.16999999999999948,2.5,-2.3300000000000005
,,,2015-08-01,2.1500000000000004,2.5,2.17,0.019999999999999574,2.5,-2.4800000000000004
,,,2015-09-01,2.1500000000000004,2.5,2.17,0.019999999999999574,2.5,-2.4800000000000004
,,,2015-10-01,2.15,2.5,2.07,-0.08000000000000007,2.5,-2.58
,,,2015-11-01,2.15,2.5,2.26,0.10999999999999988,2.5,-2.39
,,,2015-12-01,2.15,2.5,2.24,0.0900000000000003,2.5,-2.4099999999999997
1.6942360977394655,2.79,-1.0957639022605346,2016-01-01,2.12,2.275,2.09,-0.03000000000000025,2.275,-2.305
