r (BEA / Jared),g (BEA / Jared),r-g (BEA / Jared),date,SPF 10-Year CPI,rgdp10,US 10-Year Yield (Observed),r (SPF / Blanchard),g (SPF / Blanchard),r-g (SPF / Blanchard)
,,,2016-02-01,2.12,2.275,1.78,-0.3400000000000001,2.275,-2.615
,,,2016-03-01,2.12,2.275,1.89,-0.2300000000000002,2.275,-2.505
,,,2016-04-01,2.2,2.275,1.81,-0.3900000000000001,2.275,-2.665
,,,2016-05-01,2.2,2.275,1.81,-0.3900000000000001,2.275,-2.665
,,,2016-06-01,2.2,2.275,1.64,-0.5600000000000003,2.275,-2.835
,,,2016-07-01,2.1500000000000004,2.275,1.5,-0.6500000000000004,2.275,-2.9250000000000003
,,,2016-08-01,2.1500000000000004,2.275,1.56,-0.5900000000000003,2.275,-2.865
,,,2016-09-01,2.1500000000000004,2.275,1.63,-0.5200000000000005,2.275,-2.7950000000000004
,,,2016-10-01,2.2161,2.275,1.76,-0.45609999999999995,2.275,-2.7310999999999996
,,,2016-11-01,2.2161,2.275,2.14,-0.07609999999999983,2.275,-2.3510999999999997
,,,2016-12-01,2.2161,2.275,2.49,0.27390000000000025,2.275,-2.0010999999999997
1.7902703083078522,4.29,-2.499729691692148,2017-01-01,2.3,2.45,2.43,0.13000000000000034,2.45,-2.32
,,,2017-02-01,2.3,2.45,2.42,0.1200000000000001,2.45,-2.33
,,,2017-03-01,2.3,2.45,2.48,0.18000000000000016,2.45,-2.27
,,,2017-04-01,2.3,2.45,2.3,0.0,2.45,-2.45
,,,2017-05-01,2.3,2.45,2.3,0.0,2.45,-2.45
,,,2017-06-01,2.3,2.45,2.19,-0.10999999999999988,2.45,-2.56
,,,2017-07-01,2.25,2.45,2.32,0.06999999999999984,2.45,-2.3800000000000003
,,,2017-08-01,2.25,2.45,2.21,-0.040000000000000036,2.45,-2.49
,,,2017-09-01,2.25,2.45,2.2,-0.04999999999999982,2.45,-2.5
,,,2017-10-01,2.2,2.45,2.36,0.1599999999999997,2.45,-2.2900000000000005
,,,2017-11-01,2.2,2.45,2.35,0.1499999999999999,2.45,-2.3000000000000003
,,,2017-12-01,2.2,2.45,2.4,0.19999999999999973,2.45,-2.2500000000000004
2.063390060183877,5.33,-3.266609939816123,2018-01-01,2.25,2.15,2.58,0.33000000000000007,2.15,-1.8199999999999998
,,,2018-02-01,2.25,2.15,2.86,0.6099999999999999,2.15,-1.54
,,,2018-03-01,2.25,2.15,2.84,0.5899999999999999,2.15,-1.56
,,,2018-04-01,2.3,2.15,2.87,0.5700000000000003,2.15,-1.5799999999999996
,,,2018-05-01,2.3,2.15,2.98,0.6800000000000002,2.15,-1.4699999999999998
,,,2018-06-01,2.3,2.15,2.91,0.6100000000000003,2.15,-1.5399999999999996
,,,2018-07-01,2.2,2.15,2.89,0.69,2.15,-1.46
,,,2018-08-01,2.2,2.15,2.89,0.69,2.15,-1.46
,,,2018-09-01,2.2,2.15,3.0,0.7999999999999998,2.15,-1.35
,,,2018-10-01,2.21,2.15,3.15,0.94,2.15,-1.21
,,,2018-11-01,2.21,2.15,3.12,0.9100000000000001,2.15,-1.2399999999999998
,,,2018-12-01,2.21,2.15,2.83,0.6200000000000001,2.15,-1.5299999999999998
2.2329902920711637,4.28,-2.0470097079288365,2019-01-01,2.2,1.9849999999999999,2.71,0.5099999999999998,1.9849999999999999,-1.475
,,,2019-02-01,2.2,1.9849999999999999,2.68,0.48,1.9849999999999999,-1.505
,,,2019-03-01,2.2,1.9849999999999999,2.57,0.36999999999999966,1.9849999999999999,-1.6150000000000002
,,,2019-04-01,2.2,1.9849999999999999,2.53,0.3299999999999996,1.9849999999999999,-1.6550000000000002
,,,2019-05-01,2.2,1.9849999999999999,2.4,0.19999999999999973,1.9849999999999999,-1.7850000000000001
,,,2019-06-01,2.2,1.9849999999999999,2.07,-0.13000000000000034,1.9849999999999999,-2.115
,,,2019-07-01,2.2,1.9849999999999999,2.06,-0.14000000000000012,1.9849999999999999,-2.125
,,,2019-08-01,2.2,1.9849999999999999,1.63,-0.5700000000000003,1.9849999999999999,-2.555
,,,2019-09-01,2.2,1.9849999999999999,1.7,-0.5000000000000002,1.9849999999999999,-2.4850000000000003
,,,2019-10-01,2.2,1.9849999999999999,1.71,-0.4900000000000002,1.9849999999999999,-2.475
,,,2019-11-01,2.2,1.9849999999999999,1.81,-0.3900000000000001,1.9849999999999999,-2.375
,,,2019-12-01,2.2,1.9849999999999999,1.86,-0.3400000000000001,1.9849999999999999,-2.325
1.6437904598487991,-0.86,2.503790459848799,2020-01-01,2.2,2.0,1.76,-0.44000000000000017,2.0,-2.4400000000000004
,,,2020-02-01,2.2,2.0,1.5,-0.7000000000000002,2.0,-2.7
,,,2020-03-01,2.2,2.0,0.87,-1.33,2.0,-3.33
,,,2020-04-01,2.135,2.0,0.66,-1.4749999999999996,2.0,-3.4749999999999996
,,,2020-05-01,2.135,2.0,0.67,-1.4649999999999999,2.0,-3.465
,,,2020-06-01,2.135,2.0,0.73,-1.4049999999999998,2.0,-3.405
,,,2020-07-01,2.03,2.0,0.62,-1.4099999999999997,2.0,-3.4099999999999997
,,,2020-08-01,2.03,2.0,0.65,-1.38,2.0,-3.38
,,,2020-09-01,2.03,2.0,0.68,-1.3499999999999996,2.0,-3.3499999999999996
,,,2020-10-01,2.12,2.0,0.79,-1.33,2.0,-3.33
,,,2020-11-01,2.12,2.0,0.87,-1.25,2.0,-3.25
,,,2020-12-01,2.12,2.0,0.93,-1.19,2.0,-3.19
1.5811226330593553,10.9,-9.318877366940646,2021-01-01,2.2,2.25,1.08,-1.12,2.25,-3.37
,,,2021-02-01,2.2,2.25,1.26,-0.9400000000000002,2.25,-3.1900000000000004
,,,2021-03-01,2.2,2.25,1.61,-0.5900000000000001,2.25,-2.84
,,,2021-04-01,2.3,2.25,1.64,-0.6599999999999999,2.25,-2.91
,,,2021-05-01,2.3,2.25,1.62,-0.6799999999999997,2.25,-2.9299999999999997
,,,2021-06-01,2.3,2.25,1.52,-0.7799999999999998,2.25,-3.03
,,,2021-07-01,2.4367,2.25,1.32,-1.1167,2.25,-3.3667
,,,2021-08-01,2.4367,2.25,1.28,-1.1567,2.25,-3.4067
,,,2021-09-01,2.4367,2.25,1.37,-1.0667,2.25,-3.3167
,,,2021-10-01,2.55,2.25,1.58,-0.9699999999999998,2.25,-3.2199999999999998
,,,2021-11-01,2.55,2.25,1.56,-0.9899999999999998,2.25,-3.2399999999999998
,,,2021-12-01,2.55,2.25,1.47,-1.0799999999999998,2.25,-3.33
1.9621418730411289,9.82,-7.857858126958872,2022-01-01,2.49815,2.275,1.76,-0.7381499999999999,2.275,-3.0131499999999996
,,,2022-02-01,2.49815,2.275,1.93,-0.5681499999999999,2.275,-2.8431499999999996
,,,2022-03-01,2.49815,2.275,2.13,-0.36815,2.275,-2.64315
,,,2022-04-01,2.8,2.275,2.75,-0.04999999999999982,2.275,-2.3249999999999997
,,,2022-05-01,2.8,2.275,2.9,0.10000000000000009,2.275,-2.175
,,,2022-06-01,2.8,2.275,3.14,0.3400000000000003,2.275,-1.9349999999999996
,,,2022-07-01,2.8,2.275,2.9,0.10000000000000009,2.275,-2.175
,,,2022-08-01,2.8,2.275,2.9,0.10000000000000009,2.275,-2.175
,,,2022-09-01,2.8,2.275,3.52,0.7200000000000002,2.275,-1.5549999999999997
,,,2022-10-01,2.95,2.275,3.98,1.0299999999999998,2.275,-1.245
,,,2022-11-01,2.95,2.275,3.89,0.94,2.275,-1.335
,,,2022-12-01,2.95,2.275,3.62,0.6699999999999999,2.275,-1.605
2.509060016995227,6.59,-4.0809399830047735,2023-01-01,2.37,2.0,3.53,1.1599999999999997,2.0,-0.8400000000000003
,,,2023-02-01,2.37,2.0,3.75,1.38,2.0,-0.6200000000000001
,,,2023-03-01,2.37,2.0,3.66,1.29,2.0,-0.71
,,,2023-04-01,2.3554500000000003,2.0,3.46,1.1045499999999997,2.0,-0.8954500000000003
,,,2023-05-01,2.3554500000000003,2.0,3.57,1.2145499999999996,2.0,-0.7854500000000004
,,,2023-06-01,2.3554500000000003,2.0,3.75,1.3945499999999997,2.0,-0.6054500000000003
,,,2023-07-01,2.4,2.0,3.9,1.5,2.0,-0.5
,,,2023-08-01,2.4,2.0,4.17,1.77,2.0,-0.22999999999999998
,,,2023-09-01,2.4,2.0,4.38,1.98,2.0,-0.020000000000000018
,,,2023-10-01,2.4,2.0,4.8,2.4,2.0,0.3999999999999999
,,,2023-11-01,2.4,2.0,4.5,2.1,2.0,0.10000000000000009
,,,2023-12-01,2.4,2.0,4.02,1.6199999999999997,2.0,-0.38000000000000034
3.1246115818495297,5.28,-2.15538841815047,2024-01-01,2.24,2.0,4.06,1.8199999999999994,2.0,-0.1800000000000006
,,,2024-02-01,2.24,2.0,4.21,1.9699999999999998,2.0,-0.03000000000000025
,,,2024-03-01,2.24,2.0,4.21,1.9699999999999998,2.0,-0.03000000000000025
,,,2024-04-01,2.325,2.0,4.54,2.215,2.0,0.21499999999999986
,,,2024-05-01,2.325,2.0,4.48,2.1550000000000002,2.0,0.15500000000000025
,,,2024-06-01,2.325,2.0,4.31,1.9849999999999994,2.0,-0.015000000000000568
,,,2024-07-01,2.3,2.0,4.25,1.9500000000000002,2.0,-0.04999999999999982
,,,2024-08-01,2.3,2.0,3.87,1.5700000000000003,2.0,-0.4299999999999997
,,,2024-09-01,2.3,2.0,3.72,1.4200000000000004,2.0,-0.5799999999999996
,,,2024-10-01,2.225,2.0,4.1,1.8749999999999996,2.0,-0.12500000000000044
,,,2024-11-01,2.225,2.0,4.36,2.1350000000000002,2.0,0.13500000000000023
,,,2024-12-01,2.225,2.0,4.39,2.1649999999999996,2.0,0.1649999999999996
,,,2025-01-01,2.3,2.1,4.63,2.33,2.1,0.22999999999999998
,,,2025-02-01,2.3,2.1,4.45,2.1500000000000004,2.1,0.050000000000000266
,,,2025-03-01,2.3,2.1,4.28,1.9800000000000004,2.1,-0.11999999999999966
,,,2025-04-01,2.3492,2.1,4.28,1.9308,2.1,-0.16920000000000002
,,,2025-05-01,2.3492,2.1,4.42,2.0707999999999998,2.1,-0.029200000000000337
